observation_date,number_found,common_name,running_total_per_species,running_total_all
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Mugwort,,
2022-08-24,,Cutleaf teasel,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Japanese Stiltgrass,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Spotted Knapweed,,
2022-08-24,,Honeysuckle (species unknown),,
2022-08-24,,Honeysuckle (species unknown),,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Mugwort,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Mugwort,,
2022-08-24,,Mugwort,,
2022-08-24,,Japanese Stiltgrass,,
2022-08-24,,Japanese Stiltgrass,,
2022-08-24,,Mugwort,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Japanese Stiltgrass,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Japanese Stiltgrass,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Purple Loosestrife,,
2022-08-24,,Common Buckthorn,,
2022-08-24,,Mugwort,,
2022-08-25,,Japanese Stiltgrass,,
2022-08-25,,Japanese Stiltgrass,,
2022-08-25,,Japanese Stiltgrass,,
2022-08-26,,Japanese Stiltgrass,,
2022-08-30,,Bristly Lady's-thumb,,
2022-08-30,,Bristly Lady's-thumb,,
2022-08-30,,Bristly Lady's-thumb,,
2022-08-30,,Bristly Lady's-thumb,,
2022-08-30,,Bristly Lady's-thumb,,
2022-09-01,,Garlic Mustard,,
2022-09-01,,Common Buckthorn,,
2022-09-01,,Multiflora Rose,,
2022-09-01,,Honeysuckle (species unknown),,
2022-09-01,,Japanese Barberry,,
2022-09-01,,Oriental Bittersweet,,
2022-09-01,,Honeysuckle (species unknown),,
2022-09-01,,Japanese Barberry,,
2022-09-01,,Oriental Bittersweet,,
2022-09-01,,Japanese Barberry,,
2022-09-01,,Coltsfoot,,
2022-09-01,,Oriental Bittersweet,,
2022-09-01,,Honeysuckle (species unknown),,
2022-09-01,,Oriental Bittersweet,,
2022-09-01,,Multiflora Rose,,
2022-09-01,,Multiflora Rose,,
2022-09-01,,Multiflora Rose,,
2022-09-01,,Oriental Bittersweet,,
2022-09-01,,Multiflora Rose,,
2022-09-01,,"Burning Bush, Winged Euonymus",,
2022-09-01,,Oriental Bittersweet,,
2022-09-01,,Coltsfoot,,
2022-09-01,,Common Buckthorn,,
2022-09-03,,Slender Falsebrome,,
2022-09-07,4.0,Eurasian Water-milfoil,4.0,1497788201.0
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,,Japanese Stiltgrass,,
2022-09-09,100.0,Swallowwort (species unknown),100.0,1497788301.0
2022-09-09,,Japanese Stiltgrass,,
2022-09-14,,Japanese Stiltgrass,,
2022-09-20,,"Jumping Worms (species unknown), Asian jumping worms",,
2022-09-26,,"Tree-of-heaven, Ailanthus",,
2022-09-26,,Bohemian knotweed,,
2022-09-26,5.0,"Tree-of-heaven, Ailanthus",7762.0,1497788306.0
2022-09-26,1.0,"Japanese Knotweed, Japanese Bamboo",2301.0,1497788307.0
2022-09-28,,"Common reed grass, phragmites",,
2022-09-28,,Japanese Stiltgrass,,
2022-09-28,,Japanese Stiltgrass,,
2022-09-28,,Japanese Stiltgrass,,
2022-09-28,,Japanese Stiltgrass,,
2022-09-28,,Japanese Stiltgrass,,
2022-10-08,,"Glossy Buckthorn, European Buckthorn",,
2022-10-12,2.0,Spotted Lanternfly,2.0,1497788309.0
2022-11-08,200.0,"Common reed grass, phragmites",1497554971.0,1497788509.0
2022-11-11,1000.0,"Common reed grass, phragmites",1497555971.0,1497789509.0
2022-11-11,1000.0,"Common reed grass, phragmites",1497556971.0,1497790509.0
2022-11-23,6.0,"Burning Bush, Winged Euonymus",6.0,1497790515.0
2022-12-11,4.0,Multiflora Rose,106.0,1497790519.0
2023-01-20,,Emerald Ash Borer,,
2023-03-12,15.0,Hemlock Woolly Adelgid,52.0,1497790534.0
2023-03-23,,"Common reed grass, phragmites",,
2023-03-23,300.0,"Common reed grass, phragmites",1497557271.0,1497790834.0
2023-03-23,200.0,"Common reed grass, phragmites",1497557471.0,1497791034.0
2023-03-30,,"Common reed grass, phragmites",,
2023-05-10,,"Lesser celandine, Fig Buttercup",,
2023-05-10,,Mugwort,,
2023-05-10,,"Common reed grass, phragmites",,
2023-05-10,,Goutweed,,
2023-05-10,,"Lesser celandine, Fig Buttercup",,
2023-05-11,,"Canada Thistle, Creeping Thistle",,
2023-05-11,,Oriental Bittersweet,,
2023-05-11,,Bull Thistle,,
2023-05-11,,"Common reed grass, phragmites",,
2023-05-11,,"Common reed grass, phragmites",,
2023-05-11,,Common Buckthorn,,
2023-05-11,,"Canada Thistle, Creeping Thistle",,
2023-05-11,,Common Buckthorn,,
2023-05-11,,Mugwort,,
2023-05-11,,"Canada Thistle, Creeping Thistle",,
2023-05-11,,Oriental Bittersweet,,
2023-05-11,,Common Buckthorn,,
2023-05-11,,Common Buckthorn,,
2023-05-11,,"Canada Thistle, Creeping Thistle",,
2023-05-11,,Oriental Bittersweet,,
2023-05-11,,Common Buckthorn,,
2023-05-11,,"Common reed grass, phragmites",,
2023-05-11,,Common Buckthorn,,
2023-05-11,,"Canada Thistle, Creeping Thistle",,
2023-05-11,,Garlic Mustard,,
2023-05-21,,Beech leaf disease nematode,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Mugwort,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,Oriental Bittersweet,,
2023-05-22,,Common Buckthorn,,
2023-05-22,,"Lesser celandine, Fig Buttercup",,
2023-05-22,,Common Buckthorn,,
2023-05-23,,Goutweed,,
2023-05-23,,Goutweed,,
2023-05-23,,Mugwort,,
2023-05-23,,Narrowleaf Cattail,,
2023-05-23,,Yellow Iris,,
2023-05-23,,Yellow Iris,,
2023-05-23,,Crown Vetch,,
2023-05-23,,"Canada Thistle, Creeping Thistle",,
2023-05-23,,Honeysuckle (species unknown),,
2023-05-23,,Goutweed,,
2023-05-23,,Common Buckthorn,,
2023-05-23,,Garlic Mustard,,
2023-05-23,,Mugwort,,
2023-05-23,,"Lesser celandine, Fig Buttercup",,
2023-05-23,,Knotweed (species unknown),,
2023-05-23,,Reed Canarygrass,,
2023-05-23,,Dame's Rocket,,
2023-05-24,,Mugwort,,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Garlic Mustard,,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Dame's Rocket,,
2023-05-24,,Mugwort,,
2023-05-24,,Reed Canarygrass,,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Mugwort,,
2023-05-24,,Reed Canarygrass,,
2023-05-24,,"Lesser celandine, Fig Buttercup",,
2023-05-24,,Mugwort,,
2023-05-24,,Mugwort,,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Mugwort,,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,"Lesser celandine, Fig Buttercup",,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Reed Canarygrass,,
2023-05-24,,Mugwort,,
2023-05-24,,Mugwort,,
2023-05-24,,Mugwort,,
2023-05-24,,Mugwort,,
2023-05-24,,Reed Canarygrass,,
2023-05-24,,Knotweed (species unknown),,
2023-05-24,,Mugwort,,
2023-05-26,,Garlic Mustard,,
2023-05-26,,Common Buckthorn,,
2023-05-26,,Honeysuckle (species unknown),,
2023-05-30,,Reed Canarygrass,,
2023-05-30,,Beech leaf disease nematode,,
2023-05-30,,Reed Canarygrass,,
2023-05-30,,Beech leaf disease nematode,,
2023-05-30,,Beech leaf disease nematode,,
2023-05-30,,Beech leaf disease nematode,,
2023-05-30,,Periwinkle,,
2023-05-30,,Beech leaf disease nematode,,
2023-05-30,,Garlic Mustard,,
2023-05-31,,Multiflora Rose,,
2023-05-31,,Mugwort,,
2023-05-31,,Garlic Mustard,,
2023-05-31,,Multiflora Rose,,
2023-05-31,,Multiflora Rose,,
2023-05-31,,Multiflora Rose,,
2023-05-31,,Honeysuckle (species unknown),,
2023-05-31,,Honeysuckle (species unknown),,
2023-05-31,,Honeysuckle (species unknown),,
2023-06-01,,Beech leaf disease nematode,,
2023-06-01,,Beech leaf disease nematode,,
2023-06-01,,Beech leaf disease nematode,,
2023-06-01,,Honeysuckle (species unknown),,
2023-06-01,,Beech leaf disease nematode,,
2023-06-01,,Beech leaf disease nematode,,
2023-06-01,,Reed Canarygrass,,
2023-06-01,,"Glossy Buckthorn, European Buckthorn",,
2023-06-09,,Common Buckthorn,,
2023-06-09,,Mugwort,,
2023-06-09,,Periwinkle,,
2023-06-09,,Periwinkle,,
2023-06-09,,Dame's Rocket,,
2023-06-09,,Multiflora Rose,,
2023-06-09,,Common Buckthorn,,
2023-06-09,,Dame's Rocket,,
2023-06-09,,Common Buckthorn,,
2023-06-09,,Common Buckthorn,,
2023-06-09,,Common Buckthorn,,
2023-06-09,,Mugwort,,
2023-06-09,,"Canada Thistle, Creeping Thistle",,
2023-06-09,,Mugwort,,
2023-06-09,,Crown Vetch,,
2023-06-09,,Mugwort,,
2023-06-09,,Common Buckthorn,,
2023-06-10,,Mugwort,,
2023-06-16,,Mugwort,,
2023-06-16,,Knotweed (species unknown),,
2023-06-16,,Knotweed (species unknown),,
2023-06-16,,Knotweed (species unknown),,
2023-06-16,,Honeysuckle (species unknown),,
2023-06-16,,Honeysuckle (species unknown),,
2023-06-16,,Privet (species unknown),,
2023-06-16,,Goutweed,,
2023-06-16,,Swallowwort (species unknown),,
2023-06-16,,Goutweed,,
2023-06-16,,Mugwort,,
2023-06-16,,Knotweed (species unknown),,
2023-06-16,,Multiflora Rose,,
2023-06-16,,Honeysuckle (species unknown),,
2023-06-20,,Mugwort,,
2023-06-20,,Garlic Mustard,,
2023-06-20,,Garlic Mustard,,
2023-06-20,,Multiflora Rose,,
2023-06-20,,Mugwort,,
2023-06-20,,Mugwort,,
2023-06-20,,Multiflora Rose,,
2023-06-20,,"Japanese Knotweed, Japanese Bamboo",,
2023-06-20,,"Japanese Knotweed, Japanese Bamboo",,
2023-06-20,,"Japanese Knotweed, Japanese Bamboo",,
2023-06-20,,Japanese Barberry,,
2023-06-21,,"Japanese Knotweed, Japanese Bamboo",,
2023-06-21,,"Japanese Knotweed, Japanese Bamboo",,
2023-06-21,,"Japanese Knotweed, Japanese Bamboo",,
2023-06-21,500.0,"Japanese Knotweed, Japanese Bamboo",2801.0,1497791534.0
2023-06-21,,Beech leaf disease nematode,,
2023-06-23,6.0,Yellow Iris,26.0,1497791540.0
2023-06-29,1000.0,Wild Parsnip,1000.0,1497792540.0
2023-07-01,,European Frogbit; Common Frogbit,,
2023-07-07,,"Japanese Knotweed, Japanese Bamboo",,
2023-07-10,,Japanese Stiltgrass,,
2023-07-10,,Japanese Stiltgrass,,
2023-07-10,,Japanese Stiltgrass,,
2023-07-10,,Japanese Stiltgrass,,
2023-07-10,,Japanese Stiltgrass,,
2023-07-10,,Japanese Stiltgrass,,
2023-07-11,,Japanese Stiltgrass,,
2023-07-11,,Japanese Stiltgrass,,
2023-07-11,,Japanese Stiltgrass,,
2023-07-11,,Japanese Stiltgrass,,
2023-07-11,,Japanese Stiltgrass,,
2023-07-12,,Honeysuckle (species unknown),,
2023-07-12,,Multiflora Rose,,
2023-07-12,,Garlic Mustard,,
2023-07-12,,Honeysuckle (species unknown),,
2023-07-12,,Multiflora Rose,,
2023-07-12,,Honeysuckle (species unknown),,
2023-07-12,,Honeysuckle (species unknown),,
2023-07-12,,Honeysuckle (species unknown),,
2023-07-12,,Honeysuckle (species unknown),,
2023-07-13,,Japanese Stiltgrass,,
2023-07-13,100.0,Oriental Bittersweet,100.0,1497792640.0
2023-07-13,100.0,Oriental Bittersweet,200.0,1497792740.0
2023-07-13,,Japanese Stiltgrass,,
2023-07-13,,"Mile-a-minute, Mile a minute weed",,
2023-07-13,,Japanese Stiltgrass,,
2023-07-14,,"Glossy Buckthorn, European Buckthorn",,
2023-07-14,,Common Buckthorn,,
2023-07-14,,Mugwort,,
2023-07-14,,Honeysuckle (species unknown),,
2023-07-14,,Common Buckthorn,,
2023-07-14,,Honeysuckle (species unknown),,
2023-07-14,,Honeysuckle (species unknown),,
2023-07-14,,Multiflora Rose,,
2023-07-14,,Honeysuckle (species unknown),,
2023-07-14,11.0,Flowering rush,1011.0,1497792751.0
2023-07-14,,Japanese Stiltgrass,,
2023-07-17,,Goats rue; Professor weed,,
2023-07-17,,Oriental Bittersweet,,
2023-07-17,50.0,Oriental Bittersweet,250.0,1497792801.0
2023-07-17,,Multiflora Rose,,
2023-07-17,,Goats rue; Professor weed,,
2023-07-18,,Water Chestnut,,
2023-07-18,,Goats rue; Professor weed,,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Mugwort,,
2023-07-21,,Crown Vetch,,
2023-07-21,,Mugwort,,
2023-07-21,,Knotweed (species unknown),,
2023-07-21,,Knotweed (species unknown),,
2023-07-21,,Mugwort,,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Knotweed (species unknown),,
2023-07-21,,Crown Vetch,,
2023-07-21,,Knotweed (species unknown),,
2023-07-21,,Fullers Teasel,,
2023-07-21,,Knotweed (species unknown),,
2023-07-21,,Common Buckthorn,,
2023-07-21,,Reed Canarygrass,,
2023-07-21,,Crown Vetch,,
2023-07-21,,Crown Vetch,,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,"Canada Thistle, Creeping Thistle",,
2023-07-21,,Mugwort,,
2023-07-21,,Bull Thistle,,
2023-07-21,,Knotweed (species unknown),,
2023-07-21,,Crown Vetch,,
2023-07-21,,"Lesser celandine, Fig Buttercup",,
2023-07-21,,Crown Vetch,,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Honeysuckle (species unknown),,
2023-07-21,,Mugwort,,
2023-07-24,,Autumn Olive,,
2023-07-24,,Common Buckthorn,,
2023-07-24,,Multiflora Rose,,
2023-07-24,,Black Locust,,
2023-07-24,,Spotted Knapweed,,
2023-07-24,,Japanese Stiltgrass,,
2023-07-24,,Multiflora Rose,,
2023-07-24,,Common Buckthorn,,
2023-07-24,,Multiflora Rose,,
2023-07-24,,Japanese Stiltgrass,,
2023-07-24,,"Common reed grass, phragmites",,
2023-07-24,,Common Buckthorn,,
2023-07-24,,"Common reed grass, phragmites",,
2023-07-24,,Crown Vetch,,
2023-07-24,,"Common reed grass, phragmites",,
2023-07-24,,"Fly Honeysuckle, Bell's honeysuckle",,
2023-07-24,,Spotted Knapweed,,
2023-07-24,,Japanese Stiltgrass,,
2023-07-24,,Multiflora Rose,,
2023-07-24,,"Common reed grass, phragmites",,
2023-07-24,,Spotted Knapweed,,
2023-07-24,,Common Buckthorn,,
2023-07-24,,Common Buckthorn,,
2023-07-24,,Narrowleaf Cattail,,
2023-07-24,,Common Buckthorn,,
2023-07-24,,"Canada Thistle, Creeping Thistle",,
2023-07-24,,Spotted Knapweed,,
2023-07-24,,"Common reed grass, phragmites",,
2023-07-24,,Common Buckthorn,,
2023-07-24,,Mugwort,,
2023-07-24,,Common Buckthorn,,
2023-07-24,,"Creeping Jenny, Moneywort",,
2023-07-24,,Multiflora Rose,,
2023-07-24,,Spotted Knapweed,,
2023-07-24,,Common Buckthorn,,
2023-07-25,,Japanese Stiltgrass,,
2023-07-25,,Japanese Stiltgrass,,
2023-07-25,,Japanese Stiltgrass,,
2023-07-25,,Japanese Stiltgrass,,
2023-07-25,100.0,Spotted Knapweed,100.0,1497792901.0
2023-07-26,35.0,Common Buckthorn,35.0,1497792936.0
2023-07-26,50.0,Honeysuckle (species unknown),50.0,1497792986.0
2023-07-26,50.0,Amur Honeysuckle,50.0,1497793036.0
2023-07-26,50.0,Common Buckthorn,85.0,1497793086.0
2023-07-27,,Japanese Stiltgrass,,
2023-07-27,,Japanese Stiltgrass,,
2023-07-31,47.0,Oriental Bittersweet,297.0,1497793133.0
2023-07-31,5.0,Oriental Bittersweet,302.0,1497793138.0
2023-07-31,,Oriental Bittersweet,,
2023-08-01,500.0,"Japanese Knotweed, Japanese Bamboo",3301.0,1497793638.0
2023-08-02,300.0,Japanese Barberry,300.0,1497793938.0
2023-08-03,,Japanese Stiltgrass,,
2023-08-04,50.0,Slender Falsebrome,256.0,1497793988.0
2023-08-13,,Knotweed (species unknown),,
2023-08-17,,Purple Loosestrife,,
2023-08-17,,Purple Loosestrife,,
2023-08-17,,Curly Pondweed,,
2023-08-17,,Eurasian Water-milfoil,,
2023-08-21,30.0,Eurasian Water-milfoil,34.0,1497794018.0
2023-09-05,2.0,Spotted Lanternfly,4.0,1497794020.0
2023-09-24,,Water Chestnut,,
2023-09-24,,Eurasian Water-milfoil,,
2023-09-27,,Eurasian Water-milfoil,,
2023-09-27,,Eurasian Water-milfoil,,
2023-09-27,,Eurasian Water-milfoil,,
2023-09-27,,Eurasian Water-milfoil,,
